,,,,,,,,,Size classes [drop diameter in µm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record Number,Sample Name,Measurement Date Time,Dx (10),Dx (50),Dx (90),Laser Obscuration,Stirrer Speed Demand,D [4;3],0.01,0.0114,0.0129,0.0147,0.0167,0.0189,0.0215,0.0244,0.0278,0.0315,0.0358,0.0407,0.0463,0.0526,0.0597,0.0679,0.0771,0.0876,0.0995,0.113,0.128,0.146,0.166,0.188,0.214,0.243,0.276,0.314,0.357,0.405,0.46,0.523,0.594,0.675,0.767,0.872,0.991,1.13,1.28,1.45,1.65,1.88,2.13,2.42,2.75,3.12,3.55,4.03,4.58,5.21,5.92,6.72,7.64,8.68,9.86,11.2,12.7,14.5,16.4,18.7,21.2,24.1,27.4,31.1,35.3,40.1,45.6,51.8,58.9,66.9,76,86.4,98.1,111,127,144,163,186,211,240,272,310,352,400,454,516,586,666,756,859,976,1110,1260,1430,1630,1850,2100,2390,2710,3080,3500
76,beta 2306 a linear,6/23/2017 10:43,11.8,28.6,56,0,2990,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.16,0.24,0.32,0.4,0.49,0.59,0.73,0.93,1.2,1.58,2.09,2.74,3.55,4.49,5.5,6.51,7.43,8.15,8.58,8.64,8.31,7.59,6.54,5.26,3.87,2.52,1.35,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,beta 2306 a linear,6/23/2017 10:43,11.7,28.2,55.2,0,2990,31.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.16,0.24,0.32,0.4,0.49,0.6,0.74,0.94,1.22,1.61,2.13,2.81,3.63,4.58,5.6,6.62,7.53,8.23,8.63,8.66,8.28,7.52,6.42,5.11,3.71,2.37,1.23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,beta 2306 a linear,6/23/2017 10:44,11.7,28.1,54.7,0,2990,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.17,0.25,0.33,0.41,0.5,0.61,0.76,0.95,1.23,1.62,2.14,2.81,3.64,4.59,5.62,6.64,7.57,8.28,8.69,8.71,8.32,7.53,6.41,5.06,3.63,2.27,1.14,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,beta 2306 a linear,6/23/2017 10:45,11.7,28.3,55.5,0,2990,31.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.16,0.24,0.33,0.41,0.5,0.61,0.76,0.96,1.25,1.63,2.15,2.82,3.63,4.56,5.56,6.56,7.46,8.16,8.56,8.6,8.25,7.51,6.45,5.16,3.77,2.43,1.28,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,beta 2306 a linear,6/23/2017 10:45,11.6,28.2,55.8,0,2990,31.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.16,0.25,0.33,0.41,0.5,0.62,0.77,0.97,1.26,1.65,2.17,2.84,3.65,4.57,5.57,6.55,7.44,8.12,8.51,8.54,8.18,7.46,6.42,5.16,3.8,2.48,1.34,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,beta 2306 a linear,6/23/2017 10:46,11.5,28.1,55.2,0,2990,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.17,0.25,0.34,0.42,0.51,0.63,0.78,0.99,1.27,1.67,2.19,2.86,3.67,4.61,5.61,6.6,7.49,8.17,8.56,8.58,8.21,7.45,6.38,5.08,3.7,2.37,1.24,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,beta 2306 a linear,6/23/2017 10:46,11.5,27.9,54.9,0,2990,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.17,0.26,0.34,0.43,0.52,0.64,0.79,1,1.29,1.68,2.21,2.88,3.7,4.64,5.64,6.63,7.51,8.19,8.57,8.58,8.19,7.42,6.34,5.03,3.65,2.32,1.2,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,beta 2306 a linear,6/23/2017 10:47,11.4,27.8,54.8,0,2990,30.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.17,0.26,0.34,0.43,0.53,0.64,0.8,1.01,1.3,1.7,2.24,2.91,3.73,4.67,5.66,6.65,7.52,8.19,8.55,8.55,8.15,7.38,6.3,5,3.62,2.31,1.19,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,beta 2306 a linear,6/23/2017 10:48,11.4,27.7,54.4,0,2990,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0.26,0.35,0.44,0.54,0.65,0.81,1.02,1.31,1.71,2.24,2.92,3.74,4.68,5.68,6.67,7.55,8.22,8.59,8.58,8.17,7.38,6.27,4.96,3.56,2.24,1.13,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,beta 2306 a linear,6/23/2017 10:48,11.3,27.7,54.7,0,2990,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0.26,0.35,0.44,0.54,0.66,0.82,1.03,1.33,1.73,2.26,2.94,3.76,4.68,5.67,6.65,7.52,8.17,8.54,8.53,8.13,7.36,6.27,4.97,3.59,2.27,1.16,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,beta 2306 a linear,6/23/2017 10:49,11.3,27.8,54.8,0,2990,30.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0.26,0.35,0.45,0.55,0.67,0.83,1.04,1.33,1.73,2.26,2.93,3.74,4.66,5.65,6.62,7.49,8.16,8.52,8.52,8.13,7.37,6.28,4.99,3.61,2.29,1.18,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,beta 2306 a linear,6/23/2017 10:49,11.3,27.9,55.3,0,2990,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0.26,0.35,0.44,0.54,0.67,0.83,1.05,1.34,1.75,2.28,2.94,3.75,4.66,5.63,6.58,7.43,8.08,8.43,8.44,8.07,7.34,6.3,5.04,3.7,2.39,1.27,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,beta 2306 a linear,6/23/2017 10:50,11.3,27.8,55.4,0,2990,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0.26,0.35,0.45,0.55,0.68,0.84,1.06,1.36,1.76,2.29,2.95,3.75,4.65,5.62,6.57,7.41,8.06,8.42,8.43,8.06,7.33,6.29,5.04,3.7,2.4,1.28,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,beta 2306 a linear,6/23/2017 10:50,11.2,27.8,55.5,0,2990,30.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.18,0.26,0.35,0.45,0.55,0.68,0.85,1.07,1.37,1.78,2.31,2.97,3.77,4.67,5.63,6.56,7.39,8.02,8.37,8.38,8.01,7.29,6.27,5.04,3.71,2.42,1.31,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
