,,,,,,,,,Size classes [drop diameter in µm],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Record Number,Sample Name,Measurement Date Time,Dx (10),Dx (50),Dx (90),Laser Obscuration,Stirrer Speed Demand,D [4;3],0.01,0.0114,0.0129,0.0147,0.0167,0.0189,0.0215,0.0244,0.0278,0.0315,0.0358,0.0407,0.0463,0.0526,0.0597,0.0679,0.0771,0.0876,0.0995,0.113,0.128,0.146,0.166,0.188,0.214,0.243,0.276,0.314,0.357,0.405,0.46,0.523,0.594,0.675,0.767,0.872,0.991,1.13,1.28,1.45,1.65,1.88,2.13,2.42,2.75,3.12,3.55,4.03,4.58,5.21,5.92,6.72,7.64,8.68,9.86,11.2,12.7,14.5,16.4,18.7,21.2,24.1,27.4,31.1,35.3,40.1,45.6,51.8,58.9,66.9,76,86.4,98.1,111,127,144,163,186,211,240,272,310,352,400,454,516,586,666,756,859,976,1110,1260,1430,1630,1850,2100,2390,2710,3080,3500
57,Gamma 170721 pump lv.2 double a,7/21/2017 12:47,16.7,48.2,90.8,0,3000,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.21,0.34,0.49,0.63,0.76,0.87,0.94,0.98,1.01,1.05,1.13,1.3,1.61,2.1,2.81,3.72,4.82,6.01,7.18,8.17,8.85,9.09,8.82,8.05,6.85,5.35,3.75,2.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,Gamma 170721 pump lv.2 double a,7/21/2017 12:48,16.5,48.1,90.1,0,3000,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.21,0.34,0.49,0.64,0.78,0.88,0.95,1,1.02,1.06,1.14,1.3,1.6,2.08,2.78,3.7,4.81,6.01,7.2,8.22,8.92,9.16,8.89,8.09,6.85,5.31,3.67,2.14,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Gamma 170721 pump lv.2 double a,7/21/2017 12:49,16.6,48.2,90.7,0,3000,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.21,0.35,0.5,0.65,0.78,0.88,0.95,0.99,1.01,1.05,1.13,1.29,1.59,2.08,2.78,3.69,4.78,5.98,7.16,8.17,8.86,9.12,8.86,8.09,6.88,5.37,3.75,2.23,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Gamma 170721 pump lv.2 double a,7/21/2017 12:50,16.3,47.8,89.5,0,3000,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.22,0.36,0.51,0.66,0.79,0.89,0.96,1.01,1.03,1.07,1.14,1.31,1.61,2.1,2.8,3.73,4.84,6.05,7.24,8.26,8.94,9.17,8.88,8.06,6.8,5.24,3.59,2.08,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Gamma 170721 pump lv.2 double a,7/21/2017 12:51,16.2,48,90,0,3000,51.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.22,0.36,0.51,0.66,0.79,0.9,0.97,1.02,1.05,1.08,1.16,1.33,1.62,2.1,2.78,3.68,4.77,5.97,7.15,8.17,8.88,9.14,8.88,8.1,6.86,5.32,3.67,2.14,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Gamma 170721 pump lv.2 double a,7/21/2017 12:52,16,48,89.8,0,3000,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.23,0.36,0.51,0.67,0.8,0.91,0.98,1.03,1.06,1.09,1.17,1.32,1.61,2.08,2.76,3.66,4.75,5.96,7.15,8.19,8.91,9.17,8.91,8.12,6.86,5.3,3.64,2.1,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,Gamma 170721 pump lv.2 double a,7/21/2017 12:53,16.1,48.5,91.4,0,3000,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.23,0.36,0.51,0.66,0.79,0.9,0.97,1.02,1.06,1.1,1.18,1.33,1.62,2.08,2.75,3.62,4.68,5.85,7.01,8.02,8.74,9.04,8.84,8.12,6.96,5.47,3.86,2.32,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Gamma 170721 pump lv.2 double a,7/21/2017 12:54,16,48.6,92.5,0,3000,52.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.23,0.36,0.51,0.66,0.79,0.9,0.97,1.02,1.06,1.1,1.18,1.34,1.63,2.09,2.74,3.6,4.65,5.8,6.94,7.94,8.66,8.96,8.77,8.08,6.95,5.5,3.91,2.39,1.14,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,Gamma 170721 pump lv.2 double a,7/21/2017 12:55,15.9,48.5,91.4,0,3000,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.23,0.37,0.52,0.67,0.8,0.91,0.98,1.03,1.07,1.11,1.18,1.34,1.62,2.07,2.73,3.59,4.64,5.81,6.97,8,8.73,9.05,8.86,8.16,6.99,5.5,3.86,2.31,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,Gamma 170721 pump lv.2 double a,7/21/2017 12:56,15.8,48.8,92.2,0,3000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.24,0.37,0.52,0.67,0.8,0.91,0.99,1.04,1.08,1.12,1.2,1.36,1.64,2.08,2.72,3.56,4.58,5.72,6.87,7.89,8.63,8.97,8.82,8.16,7.05,5.59,3.98,2.43,0.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Gamma 170721 pump lv.2 double a,7/21/2017 12:57,15.7,48.7,92.3,0,3000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.24,0.38,0.53,0.68,0.81,0.91,0.99,1.04,1.08,1.12,1.21,1.36,1.64,2.09,2.72,3.57,4.59,5.73,6.87,7.88,8.61,8.95,8.8,8.14,7.03,5.59,3.98,2.43,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,Gamma 170721 pump lv.2 double a,7/21/2017 12:58,15.5,48.7,92.4,0,3000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.25,0.38,0.53,0.68,0.82,0.93,1,1.06,1.1,1.14,1.22,1.37,1.65,2.08,2.71,3.55,4.57,5.7,6.83,7.84,8.58,8.92,8.78,8.14,7.04,5.61,4.01,2.46,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,Gamma 170721 pump lv.2 double a,7/21/2017 13:00,15.5,49.2,94.2,0,3000,52.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.25,0.38,0.53,0.68,0.81,0.92,1,1.05,1.1,1.15,1.23,1.39,1.66,2.08,2.69,3.5,4.48,5.57,6.68,7.68,8.42,8.79,8.7,8.13,7.1,5.73,4.17,2.64,1.32,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Gamma 170721 pump lv.2 double a,7/21/2017 13:01,15.2,49,93.4,0,3000,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.15,0.25,0.38,0.53,0.68,0.82,0.93,1.01,1.07,1.12,1.17,1.25,1.4,1.67,2.09,2.7,3.5,4.49,5.59,6.71,7.72,8.47,8.84,8.74,8.13,7.07,5.66,4.07,2.52,1.22,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Gamma 170721 pump lv.2 double a,7/21/2017 13:02,14.9,48.4,92,0,3000,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.26,0.4,0.55,0.7,0.83,0.95,1.03,1.09,1.14,1.19,1.28,1.43,1.7,2.12,2.74,3.55,4.54,5.66,6.78,7.79,8.54,8.89,8.75,8.11,7.01,5.56,3.94,2.39,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Gamma 170721 pump lv.2 double a,7/21/2017 13:03,14.9,48.8,92.6,0,3000,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.26,0.4,0.55,0.7,0.83,0.94,1.03,1.09,1.14,1.19,1.27,1.42,1.68,2.1,2.7,3.5,4.48,5.58,6.71,7.73,8.49,8.87,8.77,8.16,7.08,5.65,4.04,2.48,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Gamma 170721 pump lv.2 double a,7/21/2017 13:04,14.9,49.2,94.2,0,3000,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.26,0.4,0.55,0.7,0.83,0.94,1.03,1.09,1.14,1.19,1.28,1.43,1.69,2.09,2.68,3.46,4.41,5.49,6.59,7.59,8.35,8.74,8.68,8.13,7.11,5.75,4.19,2.64,1.32,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Gamma 170721 pump lv.2 double a,7/21/2017 13:05,14.6,48.4,92,0,3000,51.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.27,0.41,0.56,0.71,0.85,0.97,1.05,1.12,1.16,1.21,1.29,1.44,1.7,2.11,2.72,3.52,4.51,5.62,6.75,7.76,8.52,8.87,8.74,8.1,7,5.56,3.95,2.4,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Gamma 170721 pump lv.2 double a,7/21/2017 13:06,14.4,48.5,92,0,3000,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.17,0.28,0.41,0.57,0.72,0.86,0.97,1.06,1.13,1.18,1.24,1.32,1.47,1.72,2.13,2.71,3.5,4.47,5.57,6.69,7.72,8.48,8.86,8.76,8.13,7.03,5.57,3.95,2.39,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
